id,Title,Content,Excerpt,PostType,ImageURL,LocatorGender,LocatorType,_telephone,_address,LocatorCities,State,_zip,LocatorCountries,_email,_website,,
9439,Darryl Bernstein – Baker & McKenzie,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+ 27 11 911 4367,1 Commerce Square 39 Rivonia Road Sandhurst Sandton Johannesburg,Johanesburg,,,South Africa,,,,
9440,Frederik Bockslaff – Nimrod Rechtsanwälte,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+49 (0) 30 544 61 793,Bockslaff Kupferberg GbR Emser Straße 9 10719 Berlin,Berlin,,,Germany,,,,
9441,Sarah Lee – Gossett Parrish,"Sarah Lee Gossett Parrish (www.slgparrishlaw.com) is a third-generation attorney. She has achieved Martindale-Hubbel’s highest AV Preeminent™ rating for peer and judicial review, and has been selected to the Bar Register of Preeminent Women Lawyers™.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/C5486F97-E1D0-461D-B78F-DC723F196773.jpeg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 405 815-3434,"6608 N. Western Avenue #338 Oklahoma City, OK 73116",Oklahama,Oklahoma,73116,United States of America,,,,
9442,Dr. Susanne Pech – CMS,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+49 40 37630 306,CMS Hasche Sigle Stadthausbrücke 1-3 20355 Hamburg Germany,"Hamburg,Hamburg",,,Germany,,,,
9443,Danilo Romero Raad – Holland & Knight,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+57 601 745 5910,"Carrera 7 # 71-21 Torre A, Piso 8 Bogotá, DC Colombia",Piso Bogot,,,Colombia,,,,
9444,Brian R. Falk – Mirick O’Connell,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 508.791.8500,"175 Federal Street, Suite 1220 Boston, MA 02110-2210",Boston,Massachusetts,  02110-2210,United States of America,,,,
9445,Tom Zuber – Zuber Lawler LLP,"Tom Zuber is a founder and the Managing Partner of Zuber Lawler. Zuber Lawler represents clients throughout the world from offices in Austin, Chicago, Denver, Los Angeles, New York, Phoenix, and Silicon Valley. Zuber Lawler represents clients most often on the areas of M&A, finance and other deals; IPOs; intellectual property; FDA, import/export, bankruptcy, and other regulatory work; and litigation and investigations. Zuber Lawler’s attorneys work in languages covering 90% of the world’s population.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Tom-Zuber.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,'+1 (213) 596-5620,"350 S. Grand Avenue, 32nd Floor, Los Angeles, CA 90071, USA",Los Angeles,California,90071,United States of America,,,,
9446,Peerapan Tungsuwan – Baker & McKenzie,"Peerapan is Head of the Healthcare & Life Sciences and co-leads the M&A Practice Group at Baker McKenzie in Thailand. Peerapan is one of the very first practitioners in Thailand to advise market leading cannabis and hemp companies as well as Thai conglomerates with their venture into the medical cannabis and hemp business. Peerapan’s long experience in the healthcare and life sciences industry and risk exposure in this heavily regulated industry allows her to bring commerciality and practicality to clients’ transactions and operations. As regulations are still developing and vary substantially across jurisdictions, investment in the cannabis industry remains a high legal risk. Peerapan and her team lead the way in this area, helping clients navigate the regulatory risks and exploit legal opportunities offered by the industry in full compliance with the law.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Peerapan-Tungsuwan.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+66 (0) 2666 2824 ext. 4334,"5th and 10th Floor and 21st –25th Floors  990 Abdulrahim Place  Rama IV Road  Bangkok 10500, Thailand",Bangkok,,,Thailand,,,,
9447,"Steve Malito – Davidoff Hutcher & Citron, LLP","Steve Malito is the Chair of DHC’s New York State Government Relations group which focuses on all aspects of government relations on the New York State level. The group represents a broad array of clients ranging from Fortune 500 technology companies and the film industry to not-for-profits, including universities, social services agencies, statewide trade associations, as well as clients in the banking, insurance and transportation industries.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Steve-Malito.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,,"605 Third Avenue, 34th Floor, Manhattan, New York 10158",New York,New York,10158,United States of America,,,,
9448,James O’Brien – MLT Aikins,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (204) 957-0050,"30th Floor 360 Main Street Winnipeg, MB R3C 4G1",Winnipeg,Manitoba,,United States of America,,,,
9449,Robert Jappie – Ince Gordon Dadds LLP,"Robert Jappie is a Partner at Ince, specialising in Cannabis Law and Regulation. Since he led the UK’s first dedicated Cannabis Law department in May 2018, Robert has become a well-respected legal expert within Europe’s fast-growing cannabis industries. He currently acts for several established CBD brands, Licensed Producers, Medicinal Cannabis companies and distributors, advising on the full range of regulatory and commercial issues facing the sector. As a result, Robert has become the leading legal authority on the developing regulatory environment both here in the UK and in Europe.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Robert-Jappie.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,'+44 (0) 20 7759 1699,Aldgate Tower 2 Leman Street London E1 8QN,London,,,United Kingdom,,,,
9450,Meghan Brennan – Husch Blackwell,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 239) 300-0000,"1801 Wewatta St Suite 1000, Denver, CO 80202",Denver,Colorado,80202,United States of America,,,,
9451,"Richard Y. Cheng – Weaver Johnston Nelson, PLLC","Richard developed a cannabis regulatory and corporate practice starting in late 2013, after practicing as a healthcare regulatory and corporate attorney since 2006. As a leading cannabis attorney, Richard served as outside general counsel to the Texas Cannabis Industry Association, co-authored an American Health Law Association book titled “Health Care and the Business of Cannabis” and co-authored a FDA primer in preparation for the 2019 FDA public hearing on CBD products.  Richard has been named a top 250 cannabis legal expert by DataBird Research Journal. He represents a broad base of cannabis related clients, including, private equity groups investing in the cannabis industry, physicians, healthcare providers with cannabis related matters, medical marijuana dispensaries, seed developers, wellness companies, food based companies, cultivators, processors, wholesalers, retailers, distribution centers and ancillary providers (e.g. testing labs, biomass brokerage firms, etc.) and marketers. Richard also created and has taught the cannabis law course as an adjunct faculty at the University of North Texas Dallas College of Law.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Richard-Cheng-2022.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist>Law Firm,+1 972.427.7685,"10440 N. Central Expressway, Suite 1400  Dallas, Texas 75231",Dallas,Texas,75231,United States of America,,,,
9452,Nate Steel – Steel Wright Gary,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,,"400 W. Capitol Ave. Suite 2910 Little Rock, AR 72201",Little rock,Arkansas,72201,United States of America,,,,
9453,Royce DuBiner – McGuire Woods,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 312 750 8636,"77 WEST WACKER DRIVE SUITE 4100 CHICAGO, IL 60601-1818",Chicago,Illinois,  60601-1818,United States of America,,,,
9454,"Heidi Urness – Heidi Urness Law, PLLC","Heidi Urness has developed a national reputation as a skillful, tenacious, and results-focused attorney for successfully representing and advising a wide range of marijuana and hemp companies, licensees, investors, and more.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Heidi-Urness.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+415.238.4161,"1517 12th Ave Suite 101, Seattle, WA 98122""",West Arizona,Washington,"  98122""",United States of America,,,,
9455,Brett Axelrod – Fox Rothschild,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 702.699.5901,"One Summerlin 1980 Festival Plaza Drive, Suite 700 Las Vegas NV 89135",Las Vegas,Nevada,89135,United States of America,,,,
9456,Howard Cooper – Todd Weld,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 617.720.2626,"One Federal Street Boston, MA 02110",Boston,Massachusetts,2110,United States of America,,,,
9457,Veronica Darling – Cultiva Law,"Veronica is a Pacific Northwest native with over a decade of experience in strategic business planning, complex commercial litigation and regulatory compliance. Over the last four years, she has become intimately involved in navigating the Oregon cannabis regulatory landscape, serving as compliance and regulatory counsel for a local cannabis processor.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Veronica-Darling-1.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1(503) 446-3640,"222 NW Davis Street, Suite 420 Portland, OR 97209",Oregon,Oregon,97209,United States of America,,,,
9458,Bernardo Soriano Guzman – S&F Abogados,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+34 91 532 20 77,"Calle del Gral. Ricardos, 127, 28019 Madrid, Spain",Madrid,, TX 77010,Spain,,,,
9459,Gerard G Pecht – Norton Rose Fulbright,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 713 651 5243,"1301 McKinney St Suite 5100, Houston, TX 77010, United States",Maseru,Texas,77010,United States,,,,
9460,Pamela Bubb – Webber Newdigate Attorneys,Pamela Bubb is a partner and head of the Corporate and Commercial Department of Webber Newdigate Attorneys in Lesotho. Pamela focuses on commercial law and has a keen interest in cannabis matters.,,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Pamela-Bubb.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+2266 2231 3916,2nd Floor Metropolitan Building Kingsway Maseru 100,Florida,Florida,,United States,,,,
9461,Michael Minardi – Minardi Law,"Minardi Law is currently working on multiple cases aimed at protecting patients rights to use cannabis.  In McKeon vs. Nova Southeastern University, the firm has filed a complaint against the school alleging it discriminated against Mrs. McKeon by expelling her for using her cannabis, off site.  Mrs. McKeon had suffered from her illness with no cure and very little relief until she found cannabis  Her dream to be a nurse to help others like they had helped her was derailed when she tested positive during a routine drug test.  The case is pending in Broward County Florida.",,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist>Law Firm,+1 813-995-8227,"5301 N. Habana Ave, Suite 3, Tampa, FL 33614",Tampa,Florida,33614,United States,,,,
9462,Tyson Daniel – Virginia Hemp Lawyers,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 540 401 5564,"310 First Street SW Suite 1200 Roanoke, VA 24011",Roanoke,Virgina,24011,United States,,,,
9463,Zurayda Mayet – Kleingeld Mayet,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,27514925668,"4 Bowker Road, Nala House, Maseru, 100, Lesotho",Maseru,,,South Africa,,,,
9464,Aaron Pelley – Cultiva Law,"Aaron Pelley is a veritable celebrity in both his achievements as a lawyer, and advocate of cannabis business for over a decade. Having made sizable contributions to the foundation of legal protections surrounding medicinal cannabis law, his passion in this new realm of law drove him forward. This saw the creation of Cultiva and the subsequent creation of a boutique law firm that lies on the pulse of current cannabis law. Aaron is unafraid of change and willing to live on the tip of the spear his entire career. He’ll greet any challenge you present to him with open arms.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Aaron-Pelley.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist>Law Firm,+1 888 896-3313,"2510 Western Ave, Suite 500 Seattle, WA 98121",Seattle,Washington,98121,United States of America,,,,
9465,Oriol  Casals – Casa Paraula,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+34 93 742 10 56,"Gran Vía de les Corts Catalanes, 594, penthouse 1ª, 08007 – Barcelona",Barcelona,,,Spain,,,,
9466,Shawn Hauser – Vicente Sederberg,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 303-860-4501,"455 Sherman St. Suite 390 Denver, CO 80203",Denver,Colorado,80203,United States of America,,,,
9467,Pamela Epstein – Eden Enterprises,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,N/A,"1212 Broadway Oakland, CA 94612",Oakland,California,94612,United States,,,,
9468,"Pablo Alejandro Ferrer Molina – Pinilla, González & Prieto Abogados",,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,N/A,"Av Calle 72 No. 6-30 pisos 9 y 14 Bogota, Colombia, Colombia",Bogota,,,Colombia,,,,
9469,Carlos N. Martinez – Legal Solutions of New Mexico LLC,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 505-445-4444,"8214 2nd Street NW, Suite A Albuquerque, NM 87114",Albuquerque,New Mexico,87114,United States,,,,
9470,Ryan Ewing – Steptoe & Johnson PLLC,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (412) 551-2250,"Chase Tower, 17th Floor, 707 Virginia Street East Charleston, West Virginia 25301",Charleston,West Virginia,25301,United States of America,,,,
9471,Jana Wetzin – Attorney and Principle Owner of JDW Counsel,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (907) 231-3750,"901 Photo Ave. 2nd Floor, Anchorage, AK 99503, USA",Anchorage,Alaska,99503,United States of America,,,,
9472,Chris Parrington – Kutak Rock,Christopher Parrington is Co-Chair of Kutak Rock’s National Cannabis and Hemp Practice Groups.,,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Chris-Parrington.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (612) 334-5000,"60 South Sixth Street, Suite 3400  Minneapolis, Minnesota 55402",Minneapolis,Michigan,55402,United States of America,,,,
9473,Saskia Blokland – Norton Rose Fulbright,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,31204629412,"Rembrandt Tower, 24th Floor  Amstelplein 1  Amsterdam  1096 HA  The Netherlands",Amsterdam,, NJ 08003-2171,Netherlands,,,,
9474,Peter Simeon – Gowling WLG,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 416-862-4448,"1 First Canadian Place, 100 King Street West, Suite 1600, Toronto, Ontario, M5X 1G5, Canada","Toronto, Ontario,",,,Canada,,,,
9475,Paul P. Josephson –  Duane Morris,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 856 874 4235,"1940 Route 70 East, Suite 100 Cherry Hill, NJ 08003-2171",Cherry Hills,New Jersey,  08003-2171,United States of America,,,,
9476,Charles Wern – Jones & Keller,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 303-573-1600 ,"1675 Broadway 26th Floor Denver, CO 80202",Denver,Colorado,80202,United States of America,,,,
9477,Meredith  Kinner – Kinner & McGowan,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (202) 846-7148,"1305 C St. NE, Washington, D.C. 20002",Washington,Washington,20002,United States of America,,,,
9478,Kai-Friedrich Niermann,"Kai has been a business and corporate lawyer in Germany since 2003, gaining wide range of experiences in the process. He is very familiar with the interconnectivity between national and European regulations, especially in regard to consumer protection, product safety and emerging new cannabis products. He has engaged in advocacy relating to cannabis beginning in early stages of his studies at Philipps University Marburg when the German Supreme Court ruled that small amounts of cannabis should not be criminalized.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Kai.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,'+49-5251-6838283,"Rosentraße 11, 33098 Paderborn",Paderborn,,,Germany,,,,
9479,Denise A Pollicella – Cannabis Attorneys of Michigan,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 888-413-1669,"4312 E. Grand River Ave Howell, MI 48843",Howell,Mishigan,48843,United States of America,,,,
9480,Nick Richards – Greenspoon Marder,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (720) 370-1169,"1144 15th Street, Suite 2700, Denver, CO",Denver,Colorado,,United States of America,,,,
9481,Zareefa Burki Flener – Flener IP & Business Law,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (312) 724-8874,"77 West Washington Street  Suite 800  Chicago, Illinois 60602",Chicago,Illinois,60602,United States of America,,,,
9482,Elliott  Rolfe – Mackrell Solicitors,Elliott Rolfe was one of the UK’s first cannabis lawyers and heads the psychoactive medicines law team at Mackrell. Solicitors.,,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Elliott-Rolfe.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+44 20 7240 0521,"Savoy Hill House, Savoy Hill, London, WC2R 0BU",London,,,United Kingdom,,,,
9483,Dr. Atthachai Homhuan  –  Tilleke & Gibbins,"As director of the regulatory affairs department at Tilleke & Gibbins, Dr. Atthachai Homhuan leads the firm’s cannabis team. He helps life sciences, pharmaceutical, nutraceutical, cosmetics, and biotechnology companies understand Thailand’s ongoing legal reforms for cannabis business activities, and advises some of the world’s leading cannabis companies on a wide range of business operations and strategy for product registrations, technology transfer, IP transactions, trade secrets, partnerships, corporate structuring, R&D, and investment in Thailand. With unparalleled knowledge of the latest regulatory developments and their current application, Atthachai guides the Tilleke & Gibbins cannabis team in structuring productive and profitable partnerships, joint ventures, and strategic IP-sharing arrangements that are in full compliance with the relevant legal requirements.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Dr-Atthachai-Homhuan.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist>Law Firm,'+66 2056 5610,"Supalai Grand Tower, 26th Floor, 1011 Rama 3 Road, Chongnonsi, Yannawa, Bangkok 10120Nonsi, Yan Nawa, Bangkok 10120, Thailand",Bangkok,,,Thailand,,,,
9484,Jennifer McGrath – Law Offices Of Jennifer McGrath,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 714-231-2124,"Law Offices of Jennifer McGrath 7755 Center Avenue, Suite 1100 Huntington Beach, California 92647",Huntington Beach, California ,92647,United States of America,,,,
9485,Tracy Gallegos – Duane Morris.,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 702 868 2622,"100 North City Parkway, Suite 1560 Las Vegas, NV 89106-4617",Las Vegas,Nevada,  89106-4617,United States of America,,,,
9486,Hannah B Follender – Workman Nyedegger,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 801-533-9800,"60 EAST SOUTH TEMPLE SUITE 1000, SALT LAKE CITY, UT 84111",Salt Lake City,Utah,84111,United States of America,,,,
9487,Richard M. Blau – GrayRobinson,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 813-273-5000,"401 E Jackson St #2700, Tampa, FL 33602, United States",Tampa,Florida,33602,United States of America,,,,
9488,Shamus Flynn – Flynn Giudici,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 775-200-9682,"708 N. Center St., Suite 200 Reno, NV 89501",Reno,Nevada,89501,United States of America,,,,
9489,Matt Dubois – Maine CannaCounsel,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (207) 951-6395,"49 Main St, Bangor, ME 04401, United States",Bangor,Maine,4401,United States of America,,,,
9490,Matt Maurer – Torkin Manes,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 416 777 5452,"151 Yonge Street, Suite 1500, Toronto ON M5C 2W7",Toronto,,,Canada,,,,
9491,Rachel Gillette – Holland & Hart,"A leading cannabis-focused lawyer, Rachel helps clients nationwide proactively plan and implement strategies to capitalize on strategic business opportunities.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Rachel-Gillette.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 303 295 8241,"555 17th Street, Suite 3200, Denver, CO 80202",Denver,Colorado,80202,United States of America,,,,
9492,Hadas Alterman – Plant Medicine Law Group,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 877-670-2520 ,New York City,New York,New York,,United States of America,,,,
9493,João Taborda da Gama – Gama Gloria,"João Gama is a founding partner of Gama Glória, a law firm based in Lisbon, and a senior advisor of the Albright Stonebridge Group, in Washington DC. João advises global companies, governments, patients and NGOs on the regulation, use, production and trade of controlled substances in medical, religious, spiritual and recreational contexts.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/JoaoTabordaGama.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist>Law Firm,3.52E+11,"Rua Alexandre Herculano, 38 – 4 1250-011 Lisbon",Lisbon,,,Portugal,,,,joao.gama@gamagloria.com
9494,Andrew DeWeese – Green Light Law Group,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (917) 764-4896,"4614 South Kelly Avenue Portland, OR 97239",Portland,Oregon,97239,United States of America,,,,
9495,Shannett Thompson – Kingsley Napley LLP,"Shannett Thompson is a Partner in the Regulatory team at Kingsley Napley LLP. She acts for health and social care professionals involved in regulatory proceedings, including representing doctors in respect of investigations by the GMC. She also advises healthcare businesses and care home providers on their regulatory obligations. She is one of the firm’s experts on cannabis regulation and private prosecutions.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Shannett-Thompson.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist>Law Firm,'+44 (0)20 3535 1505,20 Bonhill Street London EC2A 4DN,London,, NY 10604,United Kingdom,,,,
9496,James K Landau – McCarthy Fingar,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 914-385-1030,"711 Westchester Avenue Suite 405 White Plains, NY 10604",White Plans,New York,10604,United States of America,,,,
9497,Gregory S. Kaufman – Eversheds Sutherland,"Greg Kaufman is a litigation partner in the Washington, D.C. office of Eversheds Sutherland.  Mr. Kaufman’s practice focuses on regulatory counseling, investigations and litigation.  Greg co-founded and co-leads Eversheds Sutherland’s Cannabis Industry Team serving cannabis and hemp clients.  His clients include single license holders, multi-state operators, CPG companies and service providers to the cannabis industry.  Mr. Kaufman advises on a broad range of issues relating to cannabis including, permitting/licensing, regulatory compliance and investigations, M&A, commercial disputes, corporate governance, AML/BSA compliance and financing.  Greg is actively engaged in efforts to reform laws and regulations affecting cannabis, hemp and the market for hemp-derived products.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Greg-Kaufman.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+ 1(202) 383-0325,"700 Sixth Street, NW, Suite 700, Washington, DC 20001",Washington,Washington,20001,United States of America,,,,
9498,Spence Flatgard  – Watkins & Eager,"Spence Flatgard drafted Mississippi’s medical marijuana constitutional amendment which was adopted by 74% of voters, the largest vote for a constitutional amendment in state history. The Mississippi Supreme Court subsequently overturned the vote citing a flaw in Mississippi’s initiative process but the language of Initiative 65 is the currently the basis for legislation to enact the state’s program.  As the general counsel for the Mississippi Medical Marijuana Association, Spence is coordinating lobbying efforts advocating for and analyzing the new laws and rules which will govern the program.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Spence-Flatgard.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 601.965.1888,"The Emporium Building 400 East Capitol Street, Jackson, Mississippi 39201, USA",Mississippi, Mississippi ,39201,United States of America,,,,
9499,Eric Fisher – Crowe & Dunleavy,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 405 235-7719,"Braniff Building 324 N. Robinson Avenue, Suite 100 Oklahoma City, OK 73102",Oklahama,Oklahoma,73102,United States of America,,,,
9500,Seth Mailhot – Husch Blackwell,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 202.378.2306,"750 17th Street, NW, Suite 900 Washington, DC 20006",Washington,Oklahoma,20006,United States of America,,,,
9501,Sean Mack – Pashman Stein Walder Hayden,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 201.270.4919,"Court Plaza South, East Wing 21 Main Street, Suite 200 Hackensack, NJ",New York,New York,10022,United States of America,,,,
9502,David Feldman – Hiller P.C.,David N. Feldman is a partner in the prominent boutique law firm of Hiller PC in New York. He is also CEO and co-founder of the cannabis and psychedelics consulting firm Skip Intro Advisors LLC.,,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/David-Feldmant.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist>Law Firm,,"641 Lexington Ave. New York, NY 10022",New York,New York,,United States of America,,,,
9503,Samantha Myers – Gowling WLG (UK) LLP,"Samantha is a partner in Gowling WLG’s Corporate Group and is head of the firm’s UK Cannabis Group. She specialises in corporate finance, mergers and acquisitions and equity capital markets.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Samantha-Myers.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist>Law Firm,+44 (0)20 7759 6976,"4 More London Riverside, London, SE1 2AU, United Kingdom",London,,,United Kingdom,,,,
9504,Marion Wyler – CMS,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,,Dreikönigstrasse 7 P.O. Box 8022 Zurich Switzerland,Zurich,,,Switzerland,,,,
9505,Cesar Sanchez  – Biz Latin Hub,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,,"CL 98 # 22 – 64 Office 617 Bogotá, Colombia",Bogota,,,Colombia,,,,
9506,Chelsie Spencer – Ritter Spencer,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 214-295-5070,"15455 Dallas Parkway, Suite 600 | Addison, TX 75001",Addison,Texas,75001,United States of America,,,,
9507,Eric Foster – Dentons,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 416 863 4462,"77 King Street West  Toronto, Ontario",Toronto,,,Canada,,,,
9508,"Jason P. Tortorici  – Schilleci & Tortorici, p.c.",,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 205-978-4211,"2821 2nd Avenue S  Suite E  Birmingham, AL 35233",Birmingham,Alabama,35233,United States of America,,,,
9509,Matthew Ginder – Greenspoon Marder,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (561) 939-2211,"200 East Broward Boulevard, Suite 1800, Fort Lauderdale, FL 33301",Fort Lauderdale,Florida,33301,United States of America,,,,
9510,Barton Morris – Cannabis Legal Group,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (248) 487-1202,"520 North Main Street | Royal Oak, MI 48067",Royal Oak,Michigan,48067,United States of America,,,,
9511,David Sorin – McCarter English,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,,"2 Tower Center Blvd # 11, East Brunswick, NJ 08816,",East Brunswick,New Jersey,8816,United States of America,,,,
9512,Tiffany Walsh – Tiffany & Company,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,,"304-68 Water St Vancouver, BC, V6B 1A4, Canada",Vancouver, D.C,,Canada,,,,
9513,Nathan Daschle  – Daschle Group,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (202) 508-3400,"901 K St NW, Washington, D.C",Washington,Washington,,United States of America,,,,
9514,Gary Michael Smith – Guidant Law Firm,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist>Law Firm,+1 (602) 888-9969,"402 East Southern Ave • Tempe, AZ 85282",Tempe,Arizona,85282,United States of America,,,,
9515,Tricia Kuhl – Blakes,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,,"1 Place Ville Marie Suite 3000 Montréal, Quebec, H3B 4N8 Canada",Quebec,,,Canada,,,,
